Client ID,Trade Date,Value Date,Account ID,Trade ID,Position ID,Corporate Action Id,Bk_Record_ Id,Booking Id,Transaction Type,Event,Booked Amount,Currency,Conversion Rate,Conversion cost,Total cost,Realized P/L,IBAN,IBAN owner name,Comment,Correction reason,Instrument,Instrument Symbol,Instrument ISIN,Instrument currency,Type,Exchange Description,From Derivative,Underlying asset type
6594837,06-feb-2026,06-feb-2026,15500/SLT5953,,,9498707,2744033532,,Corporate action,Exchange,"17,28",EUR,1,0,0,,,,,,*Delisted 20260127 (Iberdrola SA - Rights),IBE_D:xmce,ES06445809V1,EUR,Rights,BME Spanish Exchanges,No,
